@relation 'HR_comma_sep-weka.filters.unsupervised.attribute.Reorder-R1,2,4,5,6,7,8,9,10,3-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,10,9-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,9,10,8-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,7,8,9,10,6-weka.filters.unsupervised.attribute.NumericToNominal-R5,6,10'

@attribute satisfaction_level numeric
@attribute last_evaluation numeric
@attribute average_montly_hours numeric
@attribute time_spend_company numeric
@attribute Work_accident {0,1}
@attribute promotion_last_5years {0,1}
@attribute number_project numeric
@attribute salary {low,medium,high}
@attribute sales {sales,accounting,hr,technical,support,management,IT,product_mng,marketing,RandD}
@attribute left {0,1}

@data
0.92,0.85,151,6,1,0,3,low,sales,0
0.92,0.85,151,6,1,0,3,low,sales,0
0.63,0.85,151,4,1,0,3,medium,product_mng,0
0.57,0.85,152,3,0,0,4,medium,sales,0
0.26,0.85,152,4,0,0,6,medium,support,0
0.55,0.85,152,2,0,1,3,medium,management,0
0.84,0.85,153,4,0,0,3,low,accounting,0
0.67,0.85,153,4,0,0,3,low,technical,0
0.69,0.85,153,10,0,0,3,medium,support,0
0.69,0.85,153,10,0,0,3,medium,support,0
0.21,0.85,153,3,0,0,5,low,hr,0
0.92,0.85,155,2,0,0,3,medium,accounting,0
0.24,0.85,155,5,0,0,4,low,product_mng,0
1,0.85,156,3,0,0,4,low,sales,0
0.68,0.85,156,2,0,0,4,low,support,0
0.63,0.85,156,3,1,0,2,medium,hr,0
0.71,0.85,157,2,0,0,4,low,RandD,0
0.54,0.85,157,3,0,1,4,medium,technical,0
0.9,0.85,158,7,0,0,3,medium,marketing,0
0.9,0.85,158,7,0,0,3,medium,marketing,0
0.67,0.85,160,4,0,0,3,medium,hr,0
0.24,0.85,160,5,0,0,4,low,sales,0
0.7,0.85,161,2,0,0,3,medium,technical,0
0.53,0.85,161,2,0,0,5,medium,technical,0
0.58,0.85,162,3,0,0,4,medium,sales,0
0.9,0.85,162,2,0,0,5,medium,product_mng,0
0.57,0.85,164,3,0,0,4,low,sales,0
0.53,0.85,164,5,0,0,2,low,support,1
0.53,0.85,164,5,0,0,2,low,support,1
0.53,0.85,164,5,0,0,2,low,support,1
0.66,0.85,165,5,0,0,6,medium,product_mng,0
0.89,0.85,166,3,0,0,3,medium,support,0
0.96,0.85,168,3,0,0,3,medium,technical,0
0.17,0.85,168,4,0,0,3,low,IT,0
0.96,0.85,168,2,0,0,5,low,support,0
0.96,0.85,168,2,0,0,5,low,support,0
0.43,0.85,168,2,0,0,6,low,technical,0
0.96,0.85,171,2,0,0,5,medium,RandD,0
0.6,0.85,172,2,0,0,3,low,sales,0
0.65,0.85,172,3,0,0,4,medium,sales,0
0.65,0.85,172,3,0,0,4,medium,sales,0
0.22,0.85,172,6,1,0,6,medium,technical,0
0.96,0.85,173,3,0,0,4,high,marketing,0
0.96,0.85,173,3,0,0,4,high,marketing,0
0.52,0.85,173,2,0,0,5,high,support,0
0.68,0.85,173,3,0,0,5,low,marketing,0
0.74,0.85,176,3,0,0,3,medium,management,0
0.98,0.85,178,3,0,0,4,medium,support,0
0.66,0.85,178,8,1,0,3,medium,marketing,0
0.66,0.85,178,8,1,0,3,medium,marketing,0
0.64,0.85,179,2,0,0,5,low,sales,0
0.39,0.85,179,5,0,0,5,low,support,0
0.68,0.85,180,6,0,0,2,medium,sales,0
0.76,0.85,180,7,0,0,3,medium,sales,0
0.76,0.85,180,7,0,0,3,medium,sales,0
0.94,0.85,180,4,0,0,4,medium,sales,0
0.75,0.85,181,3,0,0,4,low,technical,0
0.85,0.85,182,3,0,0,3,low,sales,0
0.63,0.85,182,3,1,0,4,high,sales,0
0.63,0.85,182,3,1,0,4,high,sales,0
0.52,0.85,183,3,0,0,5,low,support,0
0.92,0.85,184,3,0,0,4,low,sales,0
0.37,0.85,185,3,0,0,2,low,product_mng,0
0.84,0.85,185,3,1,0,4,medium,IT,0
0.96,0.85,186,2,0,0,3,medium,hr,0
0.72,0.85,186,4,0,0,3,low,technical,0
0.51,0.85,186,2,0,0,4,low,product_mng,0
0.51,0.85,186,2,0,0,4,low,product_mng,0
0.6,0.85,187,4,0,0,5,medium,technical,0
0.7,0.85,188,2,0,0,3,medium,technical,0
0.74,0.85,189,3,0,0,2,low,support,0
0.77,0.85,189,2,0,0,4,low,sales,0
0.77,0.85,189,2,0,0,4,low,sales,0
0.76,0.85,190,3,0,0,4,medium,sales,0
0.76,0.85,192,3,0,0,3,low,marketing,0
0.76,0.85,192,3,0,0,3,low,marketing,0
0.77,0.85,192,2,0,0,5,low,technical,0
0.18,0.85,192,3,0,0,5,high,product_mng,0
0.52,0.85,193,3,0,0,4,medium,sales,0
0.86,0.85,195,4,0,0,2,medium,support,0
0.89,0.85,195,4,0,0,4,medium,support,0
0.82,0.85,195,4,0,0,5,low,technical,0
0.4,0.85,198,2,0,0,4,low,hr,0
0.15,0.85,199,2,0,0,3,medium,sales,0
0.68,0.85,199,3,0,0,3,low,product_mng,0
0.69,0.85,200,2,0,0,3,medium,RandD,0
0.96,0.85,200,4,0,0,4,medium,technical,0
0.49,0.85,200,3,0,0,4,medium,support,0
0.65,0.85,201,10,0,0,4,low,support,0
0.65,0.85,201,10,0,0,4,low,support,0
0.83,0.85,201,2,1,0,4,low,support,0
0.89,0.85,201,2,1,0,4,low,support,0
1,0.85,202,2,0,0,3,medium,hr,0
0.81,0.85,202,3,1,0,4,medium,product_mng,0
0.3,0.85,203,3,0,0,2,medium,support,0
0.91,0.85,203,2,0,0,4,low,sales,0
0.68,0.85,203,2,0,0,4,low,technical,0
0.65,0.85,204,3,0,0,4,medium,sales,0
0.76,0.85,204,2,1,0,3,medium,product_mng,0
0.92,0.85,207,2,0,0,3,low,support,0
0.92,0.85,207,2,0,0,3,low,support,0
0.84,0.85,207,10,0,0,4,low,sales,0
0.84,0.85,207,10,0,0,4,low,sales,0
0.68,0.85,209,2,0,0,3,medium,management,0
0.6,0.85,209,2,1,0,3,medium,technical,0
0.19,0.85,210,4,0,0,6,medium,support,0
0.29,0.85,211,2,0,0,4,low,product_mng,0
0.96,0.85,211,4,0,0,5,low,support,0
0.64,0.85,213,4,0,0,3,medium,technical,0
0.65,0.85,213,2,0,0,3,low,support,0
0.82,0.85,214,2,0,0,3,high,support,0
0.82,0.85,214,2,0,0,3,high,support,0
0.91,0.85,214,2,0,0,5,low,IT,0
0.63,0.85,214,2,0,0,5,low,marketing,0
0.82,0.85,218,5,0,0,5,low,sales,1
0.97,0.85,219,3,0,0,4,medium,technical,0
0.57,0.85,219,2,1,0,4,medium,sales,1
0.88,0.85,220,3,0,0,3,medium,management,0
0.88,0.85,220,3,0,0,3,medium,management,0
0.77,0.85,221,5,0,0,5,low,technical,0
0.21,0.85,221,5,0,0,6,medium,technical,0
0.87,0.85,221,6,0,0,5,medium,support,1
0.82,0.85,223,5,0,0,4,medium,technical,1
0.82,0.85,223,5,0,0,4,medium,technical,1
0.82,0.85,223,5,0,0,4,medium,technical,1
0.5,0.85,224,6,0,0,4,high,support,0
0.73,0.85,224,4,0,0,5,low,IT,0
0.56,0.85,225,3,0,0,3,high,IT,0
0.62,0.85,225,2,0,0,4,high,management,0
0.6,0.85,226,2,1,0,2,medium,technical,0
0.56,0.85,230,3,0,0,5,medium,accounting,0
0.61,0.85,230,3,0,0,5,low,support,0
0.88,0.85,231,3,0,0,4,low,product_mng,0
0.63,0.85,232,4,0,0,3,medium,IT,0
0.7,0.85,232,3,0,0,4,medium,sales,0
0.65,0.85,233,2,0,0,4,low,support,0
0.17,0.85,234,3,0,0,3,low,RandD,0
0.75,0.85,234,3,0,0,4,low,IT,0
0.92,0.85,235,2,0,0,3,low,support,0
0.21,0.85,235,6,0,0,6,low,RandD,0
0.53,0.85,236,6,0,0,3,medium,sales,0
0.94,0.85,236,2,0,0,4,medium,marketing,0
0.76,0.85,236,6,0,0,5,medium,technical,1
0.72,0.85,237,4,0,0,5,low,accounting,0
0.72,0.85,237,4,0,0,5,low,accounting,0
0.83,0.85,237,5,0,0,5,medium,marketing,1
0.83,0.85,237,5,0,0,5,medium,marketing,1
0.62,0.85,237,3,1,0,3,medium,IT,0
0.62,0.85,237,3,1,0,3,medium,IT,0
0.66,0.85,237,3,1,0,4,medium,support,0
0.49,0.85,238,2,0,0,4,medium,hr,0
0.8,0.85,239,3,0,0,4,medium,technical,0
0.75,0.85,240,6,1,0,5,medium,marketing,1
0.75,0.85,240,6,1,0,5,medium,marketing,1
0.75,0.85,240,6,1,0,5,medium,marketing,1
0.6,0.85,242,2,0,0,3,low,IT,0
0.6,0.85,242,2,0,0,3,low,IT,0
0.8,0.85,242,3,0,0,5,high,support,0
0.84,0.85,243,2,0,0,3,low,accounting,0
0.68,0.85,243,4,0,0,3,medium,technical,0
0.72,0.85,244,6,0,0,5,low,sales,1
0.72,0.85,244,6,0,0,5,low,sales,1
0.72,0.85,244,6,0,0,5,low,sales,1
0.11,0.85,244,4,0,0,7,low,support,1
0.91,0.85,244,3,1,0,3,medium,sales,0
0.56,0.85,245,3,0,0,5,high,IT,0
0.73,0.85,245,3,0,0,5,low,RandD,0
0.17,0.85,245,5,0,0,6,medium,sales,0
0.84,0.85,246,2,0,0,4,low,marketing,0
0.84,0.85,246,3,0,0,5,medium,support,0
0.69,0.85,246,3,0,0,5,medium,IT,0
0.72,0.85,246,5,0,0,5,medium,sales,1
0.96,0.85,247,3,0,0,4,high,sales,0
0.96,0.85,247,3,0,0,4,high,sales,0
0.85,0.85,247,6,0,0,4,low,technical,1
0.85,0.85,247,6,0,0,4,low,technical,1
0.51,0.85,248,4,0,0,2,high,IT,0
0.91,0.85,248,3,0,0,3,medium,sales,0
0.82,0.85,248,5,0,0,5,low,sales,1
0.82,0.85,248,5,0,0,5,low,sales,1
0.82,0.85,248,5,0,0,5,low,sales,1
0.29,0.85,248,6,1,0,2,low,support,0
0.19,0.85,249,3,0,0,5,low,marketing,0
0.19,0.85,249,3,0,0,5,low,marketing,0
0.84,0.85,249,6,0,0,4,low,marketing,1
0.84,0.85,249,6,0,0,4,low,marketing,1
0.84,0.85,249,6,0,0,4,low,marketing,1
0.5,0.85,249,3,1,0,5,medium,accounting,0
0.52,0.85,250,4,0,0,3,low,sales,0
0.49,0.85,250,2,0,0,3,medium,sales,0
0.75,0.85,250,6,0,0,3,medium,technical,0
0.75,0.85,250,6,0,0,3,medium,technical,0
0.68,0.85,250,3,0,0,3,low,support,0
0.64,0.85,250,3,0,0,3,low,marketing,0
0.6,0.85,250,2,0,0,3,low,support,1
0.57,0.85,250,3,1,1,4,low,marketing,0
0.57,0.85,250,3,1,1,4,low,marketing,0
0.81,0.85,251,6,0,0,4,medium,hr,1
0.81,0.85,251,6,0,0,4,medium,hr,1
0.9,0.85,253,3,0,0,3,medium,sales,0
0.8,0.85,253,3,1,0,5,low,technical,0
0.86,0.85,254,3,0,0,3,medium,technical,0
0.1,0.85,254,4,0,0,6,medium,technical,1
0.83,0.85,255,5,0,0,4,low,management,1
0.83,0.85,255,5,0,0,4,low,management,1
0.83,0.85,255,5,0,0,4,low,management,1
0.52,0.85,257,2,0,0,4,medium,support,0
0.85,0.85,258,2,0,0,4,low,marketing,0
0.92,0.85,259,5,0,0,5,low,sales,1
0.92,0.85,259,5,0,0,5,low,sales,1
0.92,0.85,259,5,0,0,5,low,sales,1
0.11,0.85,259,4,0,0,6,medium,technical,1
0.1,0.85,259,4,0,0,7,low,technical,1
0.19,0.85,259,3,1,0,6,low,support,0
0.71,0.85,260,3,0,0,3,medium,marketing,0
0.84,0.85,260,5,0,0,5,low,support,1
0.1,0.85,260,4,0,0,6,low,sales,1
0.1,0.85,260,4,0,0,6,low,sales,1
0.1,0.85,260,4,0,0,6,low,sales,1
0.09,0.85,260,4,0,0,6,medium,support,1
0.83,0.85,261,3,0,0,4,low,technical,0
0.99,0.85,261,4,0,0,5,medium,RandD,0
0.11,0.85,261,4,0,0,6,low,support,1
0.11,0.85,261,4,0,0,6,low,support,1
0.11,0.85,261,4,0,0,6,low,support,1
0.1,0.85,261,4,0,0,7,medium,IT,1
0.83,0.85,263,3,0,0,4,medium,support,0
0.81,0.85,263,3,1,0,3,low,IT,0
0.8,0.85,264,5,0,0,4,medium,support,1
0.64,0.85,265,2,0,0,4,low,accounting,0
0.56,0.85,265,10,1,0,3,low,management,0
0.56,0.85,265,10,1,0,3,low,management,0
0.66,0.85,266,5,0,0,3,low,sales,0
0.67,0.85,266,3,0,0,4,medium,hr,0
0.89,0.85,266,5,0,0,5,low,sales,1
0.89,0.85,266,5,0,0,5,low,sales,1
0.89,0.85,266,5,0,0,5,low,sales,1
0.1,0.85,266,4,0,0,6,low,sales,1
0.1,0.85,266,4,0,0,6,low,sales,1
0.1,0.85,266,4,0,0,6,low,sales,1
0.1,0.85,266,4,0,0,6,low,sales,1
0.86,0.85,267,5,0,0,5,medium,sales,1
0.75,0.85,267,5,0,0,5,low,support,1
0.75,0.85,267,5,0,0,5,low,support,1
0.85,0.85,267,5,0,0,5,medium,support,1
0.11,0.85,267,4,0,0,6,medium,sales,1
0.53,0.85,268,3,1,0,5,medium,sales,0
0.66,0.85,271,4,0,0,5,low,product_mng,0
0.75,0.85,272,4,0,0,4,high,technical,0
0.5,0.85,272,2,0,0,4,medium,support,0
0.11,0.85,272,4,0,0,7,low,accounting,1
0.55,0.85,273,2,0,0,4,medium,sales,0
0.61,0.85,273,3,0,0,4,low,RandD,0
0.8,0.85,273,5,0,0,4,low,management,1
0.8,0.85,273,5,0,0,4,low,management,1
0.8,0.85,273,5,0,0,4,low,management,1
0.1,0.85,273,4,0,0,6,medium,sales,1
0.82,0.85,274,5,0,0,4,low,sales,1
0.11,0.85,275,4,0,0,7,medium,support,1
0.11,0.85,275,4,0,0,7,medium,support,1
0.77,0.85,276,5,0,0,5,medium,support,1
0.27,0.85,277,6,1,0,2,low,IT,0
0.48,0.85,279,4,0,0,3,low,IT,0
0.9,0.85,279,6,0,0,4,medium,support,0
0.1,0.85,279,4,0,0,7,medium,RandD,1
0.1,0.85,279,4,0,0,7,medium,RandD,1
0.1,0.85,279,4,0,0,7,medium,RandD,1
0.09,0.85,281,4,0,0,5,medium,support,1
0.1,0.85,283,4,0,0,6,medium,sales,1
0.21,0.85,285,7,0,0,6,medium,sales,0
0.21,0.85,285,7,0,0,6,medium,sales,0
0.09,0.85,289,4,0,0,6,high,hr,1
0.09,0.85,289,4,0,0,6,high,hr,1
0.09,0.85,289,4,0,0,6,high,hr,1
0.11,0.85,295,4,0,0,6,low,technical,1
0.1,0.85,297,5,0,0,6,high,sales,1
0.09,0.85,297,4,0,0,6,medium,hr,1
0.09,0.85,297,4,0,0,6,medium,hr,1
0.09,0.85,297,4,0,0,6,medium,hr,1
0.11,0.85,299,4,0,0,6,medium,support,1
0.11,0.85,302,4,0,0,7,low,sales,1
0.11,0.85,302,4,0,0,7,low,sales,1
0.11,0.85,302,4,0,0,7,low,sales,1
0.11,0.85,305,4,0,0,6,medium,accounting,1
0.11,0.85,305,4,0,0,6,medium,accounting,1
0.11,0.85,305,4,0,0,6,medium,accounting,1
0.09,0.85,307,4,0,0,7,low,management,1
0.11,0.85,308,5,0,0,6,medium,sales,1
0.11,0.85,308,5,0,0,6,medium,sales,1
0.11,0.85,308,5,0,0,6,medium,sales,1
0.1,0.85,310,5,0,0,7,low,marketing,1
0.83,0.86,98,4,0,0,4,low,sales,0
0.83,0.86,98,4,0,0,4,low,sales,0
0.77,0.86,101,5,0,0,3,low,IT,0
0.52,0.86,103,4,0,0,6,low,sales,0
0.42,0.86,108,5,0,0,2,high,technical,0
0.66,0.86,112,6,0,0,4,medium,accounting,0
0.75,0.86,114,4,0,0,6,high,support,0
0.43,0.86,125,3,1,0,5,low,sales,0
0.79,0.86,126,5,0,0,3,low,support,0
0.73,0.86,133,3,0,0,4,high,technical,0
0.62,0.86,135,3,0,0,4,low,technical,0
0.97,0.86,135,3,0,0,5,high,hr,0
0.8,0.86,136,2,0,0,3,medium,RandD,0
0.72,0.86,137,2,0,0,4,low,product_mng,0
0.56,0.86,137,2,1,0,4,high,RandD,0
0.73,0.86,138,2,0,0,4,low,RandD,0
0.79,0.86,139,3,0,0,3,low,support,0
0.83,0.86,139,3,0,0,4,medium,support,0
0.38,0.86,139,6,0,0,6,medium,technical,1
0.38,0.86,139,6,0,0,6,medium,technical,1
0.38,0.86,139,6,0,0,6,medium,technical,1
0.7,0.86,141,2,1,0,3,medium,sales,0
0.64,0.86,143,2,0,0,4,medium,support,0
0.95,0.86,143,3,0,0,5,medium,technical,0
0.93,0.86,145,3,0,0,4,medium,technical,0
0.75,0.86,148,4,0,0,6,low,sales,0
0.94,0.86,150,2,0,0,3,low,technical,0
0.53,0.86,150,3,0,0,3,low,support,0
0.58,0.86,151,2,0,0,3,medium,accounting,0
0.89,0.86,153,3,0,0,4,low,accounting,0
0.89,0.86,153,3,0,0,4,low,accounting,0
0.61,0.86,153,5,0,0,4,medium,IT,0
0.74,0.86,153,2,0,0,5,low,sales,0
0.86,0.86,155,4,0,0,3,low,accounting,0
0.81,0.86,159,2,0,0,5,medium,accounting,0
0.42,0.86,160,4,1,0,3,low,sales,0
1,0.86,161,2,0,0,4,high,marketing,0
0.96,0.86,163,3,0,0,2,low,sales,0
0.57,0.86,164,2,0,0,3,medium,support,0
0.83,0.86,165,3,0,0,3,low,sales,0
0.92,0.86,166,4,0,0,3,low,sales,0
0.99,0.86,166,2,0,0,3,low,support,0
0.99,0.86,167,2,0,0,3,low,sales,0
0.99,0.86,167,2,0,0,3,low,sales,0
0.58,0.86,168,2,0,0,4,medium,product_mng,0
0.58,0.86,168,2,0,0,4,medium,product_mng,0
0.52,0.86,168,3,0,0,5,medium,RandD,0
0.93,0.86,169,4,0,0,4,low,sales,0
0.63,0.86,169,2,0,0,4,high,sales,0
0.47,0.86,169,6,0,0,4,low,IT,0
0.55,0.86,169,6,0,0,4,medium,IT,0
0.55,0.86,169,6,0,0,4,medium,IT,0
0.86,0.86,173,3,0,0,3,low,marketing,0
0.79,0.86,173,4,0,0,4,low,technical,0
0.67,0.86,175,3,0,0,3,low,IT,0
0.89,0.86,178,4,0,0,3,medium,sales,0
0.85,0.86,179,3,0,0,3,low,product_mng,0
0.83,0.86,179,2,0,0,3,medium,RandD,0
0.73,0.86,179,3,0,0,4,medium,technical,0
0.5,0.86,180,7,0,1,3,high,management,0
0.5,0.86,180,7,0,1,3,high,management,0
0.62,0.86,181,2,0,0,4,low,IT,0
0.56,0.86,181,3,0,0,4,medium,marketing,0
0.65,0.86,181,2,0,0,2,low,support,1
0.51,0.86,182,10,0,0,3,low,sales,0
0.51,0.86,182,10,0,0,3,low,sales,0
0.58,0.86,182,3,0,0,3,low,RandD,0
0.66,0.86,185,3,0,0,5,low,IT,0
0.74,0.86,186,3,1,0,3,high,sales,0
0.97,0.86,187,2,0,0,3,low,sales,0
0.88,0.86,187,3,0,0,3,low,marketing,0
0.72,0.86,191,2,0,0,4,low,RandD,0
0.19,0.86,192,4,0,0,4,low,sales,0
0.93,0.86,192,4,0,0,4,high,IT,0
0.93,0.86,192,4,0,0,4,high,IT,0
1,0.86,195,4,0,0,4,medium,support,0
0.69,0.86,195,6,0,0,5,high,management,0
0.69,0.86,195,6,0,0,5,high,management,0
0.87,0.86,196,4,0,0,3,low,sales,0
0.51,0.86,196,2,0,0,4,low,support,0
0.61,0.86,196,4,0,0,4,low,hr,1
0.73,0.86,196,4,1,0,4,low,IT,0
0.99,0.86,196,2,1,0,4,high,marketing,0
0.86,0.86,197,3,1,0,4,low,support,0
0.99,0.86,198,3,0,0,3,medium,sales,0
0.51,0.86,198,2,0,0,3,low,technical,0
0.19,0.86,198,6,0,0,4,medium,accounting,0
0.48,0.86,198,4,0,0,5,low,technical,0
0.48,0.86,198,4,0,0,5,low,technical,0
0.84,0.86,199,3,0,0,3,medium,IT,0
0.84,0.86,199,3,0,0,3,medium,IT,0
0.73,0.86,200,4,0,0,3,medium,technical,0
0.73,0.86,200,4,0,0,3,medium,technical,0
0.56,0.86,201,3,1,0,4,medium,technical,0
0.8,0.86,203,3,0,0,3,medium,support,0
0.8,0.86,203,3,0,0,3,medium,support,0
0.15,0.86,204,4,0,0,3,medium,support,0
0.31,0.86,205,5,0,0,3,low,product_mng,0
0.54,0.86,205,5,0,0,4,low,support,0
0.99,0.86,206,2,0,0,4,low,support,0
0.58,0.86,206,3,0,0,5,low,support,0
0.63,0.86,206,6,0,0,6,medium,technical,0
0.95,0.86,207,2,0,0,3,low,technical,0
0.89,0.86,208,3,0,0,3,low,support,0
0.81,0.86,210,3,0,0,3,low,sales,0
0.78,0.86,210,3,0,0,3,medium,management,0
0.51,0.86,212,2,0,0,5,low,support,0
0.46,0.86,212,4,0,0,2,medium,sales,1
0.81,0.86,213,3,0,0,4,low,support,0
0.81,0.86,213,3,0,0,4,low,support,0
0.32,0.86,214,5,0,0,4,medium,sales,0
0.32,0.86,214,5,0,0,4,medium,sales,0
0.69,0.86,214,2,0,0,4,high,support,0
0.16,0.86,215,2,0,0,2,medium,RandD,0
0.73,0.86,215,4,0,0,3,low,RandD,0
0.77,0.86,215,2,0,0,4,low,hr,0
0.41,0.86,215,5,0,0,6,low,sales,0
0.98,0.86,219,4,0,0,2,low,sales,0
0.93,0.86,219,3,0,0,4,low,accounting,0
0.74,0.86,221,2,0,0,3,medium,support,0
0.94,0.86,221,3,1,0,3,medium,sales,0
0.94,0.86,221,3,1,0,3,medium,sales,0
0.74,0.86,221,2,1,0,4,low,accounting,0
0.27,0.86,222,5,0,0,3,medium,support,0
0.64,0.86,222,3,0,0,5,medium,sales,0
0.97,0.86,222,3,0,0,5,low,technical,0
0.89,0.86,223,2,0,0,3,low,sales,0
0.94,0.86,223,4,0,0,3,medium,sales,0
0.51,0.86,223,3,1,0,4,medium,support,0
0.76,0.86,223,5,1,0,5,medium,product_mng,1
0.76,0.86,223,5,1,0,5,medium,product_mng,1
0.76,0.86,223,5,1,0,5,medium,product_mng,1
0.88,0.86,224,3,1,0,4,low,sales,0
0.58,0.86,226,2,0,0,3,low,sales,0
0.8,0.86,226,2,0,0,3,medium,accounting,0
0.79,0.86,226,5,0,0,5,medium,sales,1
0.86,0.86,227,2,0,0,4,low,product_mng,0
0.81,0.86,231,3,0,0,3,low,sales,0
0.85,0.86,231,3,0,0,3,medium,support,0
0.72,0.86,231,3,1,0,3,medium,sales,0
0.3,0.86,232,3,0,0,6,medium,technical,0
0.49,0.86,235,5,0,0,5,low,technical,0
0.79,0.86,235,5,0,0,5,medium,support,1
0.79,0.86,235,5,0,0,5,medium,support,1
0.79,0.86,235,5,0,0,5,medium,support,1
0.75,0.86,237,5,0,0,5,high,support,1
0.61,0.86,238,2,0,0,3,low,sales,0
0.69,0.86,238,3,0,0,4,high,technical,0
0.79,0.86,238,8,0,0,5,low,sales,0
0.79,0.86,238,8,0,0,5,low,sales,0
0.77,0.86,238,3,0,0,5,high,management,0
0.77,0.86,238,3,0,0,5,high,management,0
0.61,0.86,239,3,0,0,3,low,IT,0
0.61,0.86,239,3,0,0,3,low,IT,0
0.78,0.86,240,3,0,0,4,low,technical,0
0.84,0.86,240,5,0,0,5,medium,accounting,1
0.82,0.86,243,5,0,0,5,low,IT,1
0.82,0.86,243,5,0,0,5,low,IT,1
0.82,0.86,243,5,0,0,5,low,IT,1
0.63,0.86,245,2,0,0,3,low,marketing,0
1,0.86,245,4,0,0,4,medium,sales,0
1,0.86,245,4,0,0,4,medium,sales,0
0.73,0.86,245,6,0,0,4,low,sales,1
0.73,0.86,245,6,0,0,4,low,sales,1
0.73,0.86,245,6,0,0,4,low,sales,1
0.09,0.86,245,4,0,0,6,low,sales,1
0.11,0.86,245,4,0,0,6,low,support,1
0.49,0.86,246,2,0,0,4,medium,product_mng,0
0.48,0.86,246,3,0,0,5,low,technical,0
0.6,0.86,247,6,0,0,6,medium,product_mng,0
0.6,0.86,247,6,0,0,6,medium,product_mng,0
0.1,0.86,247,4,0,0,6,medium,sales,1
0.1,0.86,247,4,0,0,6,medium,sales,1
0.1,0.86,247,4,0,0,6,medium,sales,1
0.1,0.86,247,4,0,0,6,medium,IT,1
0.64,0.86,248,6,0,0,4,medium,marketing,0
0.75,0.86,249,3,0,0,3,low,sales,0
0.81,0.86,249,3,0,0,4,low,sales,0
0.78,0.86,249,5,0,0,4,medium,sales,1
0.73,0.86,249,5,0,0,5,low,technical,1
0.85,0.86,250,3,0,0,4,low,technical,0
0.65,0.86,250,3,0,0,5,low,IT,0
0.29,0.86,251,4,0,0,3,medium,sales,0
0.72,0.86,251,5,0,0,5,low,sales,1
0.56,0.86,252,2,0,0,5,medium,IT,1
0.5,0.86,253,2,0,0,3,low,RandD,0
0.1,0.86,253,4,0,0,5,low,technical,1
0.9,0.86,254,5,0,0,5,high,sales,1
0.11,0.86,254,4,0,0,6,medium,sales,1
0.98,0.86,254,2,1,0,4,low,RandD,0
0.85,0.86,255,2,0,0,3,low,sales,0
0.65,0.86,256,2,0,0,4,medium,support,0
0.52,0.86,256,3,0,0,5,medium,support,0
0.78,0.86,256,5,0,0,5,medium,sales,1
0.97,0.86,257,4,0,0,3,low,sales,0
0.58,0.86,257,3,0,0,4,low,sales,0
0.88,0.86,257,3,0,0,5,low,technical,0
0.82,0.86,257,5,0,0,5,low,sales,1
0.82,0.86,257,5,0,0,5,low,sales,1
0.57,0.86,258,2,0,0,3,low,sales,0
0.88,0.86,258,5,0,0,5,low,support,1
0.59,0.86,260,2,0,0,4,medium,sales,0
0.37,0.86,260,3,0,0,6,medium,technical,0
0.37,0.86,260,3,0,0,6,medium,technical,0
0.75,0.86,260,5,0,0,5,low,IT,1
0.78,0.86,260,6,0,0,5,low,marketing,1
0.51,0.86,260,3,1,0,4,low,marketing,0
0.51,0.86,260,3,1,0,4,low,marketing,0
0.89,0.86,261,4,0,0,3,low,sales,0
0.39,0.86,261,2,0,0,3,low,accounting,0
0.1,0.86,261,5,0,0,7,low,technical,1
0.8,0.86,262,6,0,0,5,medium,sales,1
0.8,0.86,262,6,0,0,5,medium,sales,1
0.8,0.86,262,6,0,0,5,medium,sales,1
0.74,0.86,262,5,0,0,5,low,RandD,1
0.95,0.86,263,4,0,0,2,medium,sales,0
0.4,0.86,264,5,0,0,2,medium,technical,0
1,0.86,264,3,0,0,2,medium,IT,0
1,0.86,264,3,0,0,2,medium,IT,0
0.18,0.86,264,3,0,0,6,high,technical,0
0.82,0.86,264,5,0,0,4,medium,management,1
0.65,0.86,264,2,1,0,4,low,hr,0
0.31,0.86,266,7,0,0,3,low,sales,0
0.31,0.86,266,7,0,0,3,low,sales,0
0.32,0.86,266,4,0,0,4,low,RandD,0
0.32,0.86,266,4,0,0,4,low,RandD,0
0.1,0.86,266,4,1,0,6,low,technical,1
0.65,0.86,267,2,0,0,4,medium,support,0
0.18,0.86,267,4,0,0,5,medium,accounting,0
0.96,0.86,268,3,0,0,4,low,accounting,0
0.57,0.86,268,6,0,0,4,medium,IT,0
0.84,0.86,268,5,0,0,5,medium,marketing,1
0.84,0.86,268,5,0,0,5,medium,marketing,1
0.63,0.86,269,4,0,0,3,low,support,0
0.65,0.86,269,2,1,0,4,medium,hr,0
0.79,0.86,270,2,0,0,5,low,management,0
0.58,0.86,271,3,0,0,5,low,IT,0
0.63,0.86,271,3,1,0,4,medium,support,0
0.6,0.86,272,4,0,0,6,low,technical,0
0.83,0.86,273,3,0,0,3,medium,technical,0
0.11,0.86,273,4,1,0,6,low,support,1
0.78,0.86,274,5,0,0,5,low,sales,1
0.78,0.86,274,5,0,0,5,low,sales,1
0.64,0.86,274,2,1,0,5,low,sales,0
